㓥,tong1
為皮,wai4 pei2
烂,laan6
烂地,laan6 dei6
烂烂溶溶,laan6 laan6 jung4 jung4
烂身烂世,laan6 san1 laan6 sai3
烏蠅,wu1 jing1
烚,saap6
烟,jin1
烟幕,jin1 mok6
烟花,jin1 faa1
烦,faan4
烦厌,faan4 jim3
烧,siu1
烧卖仔,siu1 maai2 zai2
烧烤,siu1 haau1
烧腊,siu1 laap6
热,jit6
热天,jit6 tin1
热情,jit6 cing4
热气,jit6 hei3
热烈,jit6 lit6
热衷,jit6 cung1
热门,jit6 mun2
热闹,jit6 naau6
烹調,paang1 tiu4
烹调,paang1 tiu4
焗,guk6
無,mou4
無中生有,mou4 zung1 sang1 jau5
無力感,mou4 lik6 gam2
無助,mou4 zo6
無厘頭,mou4 lei4 tau4
無名小卒,mou4 ming4 siu2 zeot1
無名無份,mou4 ming4 mou4 fan6
無喇喇,mou4 laa1 laa1
無嘢,mou5 je5
無奈,mou4 noi6
無字頭,mou4 zi6 tau4
無字頭七八九,mou4 zi6 tau4 cat1 baat3 gau2
無字頭八九十,mou4 zi6 tau4 baat3 gau2 sap6
無得頂,mou5 dak1 ding2
無情,mou4 cing4
無敵,mou4 dik6
無數,mou4 sou3
無端端,mou4 dyun1 dyun1
無線,mou4 sin3
無聊,mou4 liu4
無論,mou4 leon6
無謂,mou4 wai6
無釐頭,mou4 lei4 tau4
無限,mou4 haan6
焦,ziu1
然之后,jin4 zi1 hau6
然之後,jin4 zi1 hau6
然后,jin4 hau6
然後,jin4 hau6
煎,zin1
煙,jin1
煙幕,jin1 mok6
煙花,jin1 faa1
煞,saat3
照,ziu3
照样,ziu3 joeng2
照樣,ziu3 joeng2
照計,ziu3 gai3
照计,ziu3 gai3
照顧,ziu3 gu3
照顾,ziu3 gu3
煩,faan4
煩厭,faan4 jim3
煮,zyu2
煮飯,zyu2 faan6
煮饭,zyu2 faan6
煲,bou1
煲老藕,bou1 lou5 ngau5
煲袋,bou1 doi2
熄,sik1
熊猫,hung4 maau1
熊貓,hung4 maau1
熟,suk6
熟悉,suk6 sik1
熟識,suk6 sik1
熟识,suk6 sik1
熠,saap6
熱,jit6
熱天,jit6 tin1
熱情,jit6 cing4
熱氣,jit6 hei3
熱烈,jit6 lit6
熱衷,jit6 cung1
熱門,jit6 mun2
熱鬧,jit6 naau6
燈,dang1
燉蛋,dan6 daan2
燒,siu1
燒烤,siu1 haau1
燒臘,siu1 laap6
燒賣仔,siu1 maai2 zai2
燕梳,jin3 so1
營運,jing4 wan6
燦森,caan3 sam1
燶,nung6
爆,baau3
爆冷,baau3 laang5
爆笑位,baau3 siu3 wai2
爆粗,baau3 cou1
爐,lou4
爐頭,lou4 tau4
爛,laan6
爛地,laan6 dei6
爛爛溶溶,laan6 laan6 jung4 jung4
爛身爛世,laan6 san1 laan6 sai3
爬,paa4
爭,zaang1
爭取,zang1 ceoi2
爭啲,zaang1 di1
爭啲啲,zaang1 di1 di1
爭在,zaang1 zoi6
爭路,zaang1 lou6
爱,oi3
爱来,oi3 lai4
爱滋病,ngoi3 zi1 beng6
爱锡,oi3 sek3
爵士舞,zoek3 si6 mou5
父母,fu6 mou5
爸爸,baa4 baa1
爹,de1
爽,song2
牀,cong4
牀鋪,cong4 pou1
牆,coeng4
片,pin2
片段,pin3 dyun6
版,baan2
版权,baan2 kyun4
版權,baan2 kyun4
牌,paai4
牌匾,paai4 bin2
牌子,paai4 zi2
牌費,paai4 fai3
牌费,paai4 fai3
牙,ngaa4
牙医,ngaa4 ji1
牙肉,ngaa4 juk6
牙醫,ngaa4 ji1
牙齒,ngaa4 ci2
牙齿,ngaa4 ci2
牛,ngau4
牛丸,ngau4 jyun2
牛仔裤,ngau4 zai2 fu3
牛仔褲,ngau4 zai2 fu3
牛扒,ngau4 paa2
牛柳,ngau4 lau5
牛油,ngau4 jau4
牛肉,ngau4 juk6
牛肉乾,ngau4 juk6 gon1
牛肉干,ngau4 juk6 gon1
牛鬼蛇神,ngau4 gwai2 se4 san4
牢,lou4
物,mat6
物一世,mat6 jat1 sai3
物业,mat6 jip6
物业税,mat6 jip6 seoi3
物以类聚,mat6 ji5 leoi6 zeoi6
物以類聚,mat6 ji5 leoi6 zeoi6
物体,mat6 tai2
物業,mat6 jip6
物業稅,mat6 jip6 seoi3
物理治疗,mat6 lei5 zi6 liu4
物理治疗师,mat6 lei5 zi6 liu4 si1
物理治療,mat6 lei5 zi6 liu4
物理治療師,mat6 lei5 zi6 liu4 si1
物証,mat6 zing3
物证,mat6 zing3
物體,mat6 tai2
牲,sang1
特价,dak6 gaa3
特價,dak6 gaa3
特別,dak6 bit6
特别,dak6 bit6
特区,dak6 keoi1
特區,dak6 keoi1
特定,dak6 ding6
特异,dak6 ji6
特殊,dak6 syu4
特点,dak6 dim2
特異,dak6 ji6
特登,dak6 dang1
特色,dak6 sik1
特點,dak6 dim2
牺,hei1
犀,sai1
犀利,sai1 lei6
犧,hei1
犯,faan6
犯案,faan6 on3
犯法,faan6 faat3
犯錯,faan6 co3
犯错,faan6 co3
状元,zong6 jyun4
状态,zong6 taai3
狀元,zong6 jyun4
狀態,zong6 taai3
狂,kwong4
狂奔,kwong4 ban1
狐,wu4
狗,gau2
狗仔,gau2 zai2
狗毛,gau2 mou4
狗肉,gau2 juk6
狠,han2
狩,sau2
独立,duk6 laap6
狮哮记,si1 haau1 gei3
狸,lei4
狼,long4
猎,lip6
猛,maang5
猛咁,maang5 gam3
猛龍,maang3 lung4
猛龙,maang3 lung4
猪,zyu1
猪仔,zyu1 zai2
猪嘴,zyu1 zeoi2
猪头炳,zyu1 tau4 bing2
猪朋,zyu1 pang4
猪肉,zyu1 juk6
猫,maau1
猫仔,maau1 zai2
獅哮記,si1 haau1 gei3
獎,zoeng2
獎勵,zoeng2 lai6
獎學金,zoeng2 hok6 gam1
獎項,zoeng2 hong6
獨立,duk6 laap6
獲得,wok6 dak1
獵,lip6
獸醫,sau3 ji1
王,wong4
王国,wong4 gwok3
王國,wong4 gwok3
玛丽,maa5 lai6
玩,waan2
玩嘢,waan2 je5
环境,waan4 ging2
环绕,waan4 jiu2
现,jin2
现代,jin6 doi6
现代货商码头有限公司,jin6 doi6 fo3 soeng1 maa5 tau4 jau5 haan6 gung1 si1
现实,jin6 sat6
现成,jin6 sing2
现有,jin6 jau5
现象,jin6 zoeng6
玲玲,ling4 ling2
玻璃,bo1 lei1
珊瑚,saan1 wu4
珍宝客机,zan1 bou2 haak3 gei1
珍寶客機,zan1 bou2 haak3 gei1
珍惜,zan1 sik1
珍珠,zan1 zyu1
班,baan1
班主任,baan1 zyu2 jam6
班長,baan1 zoeng2
班长,baan1 zoeng2
現,jin2
現代,jin6 doi6
現代貨商碼頭有限公司,jin6 doi6 fo3 soeng1 maa5 tau4 jau5 haan6 gung1 si1
現實,jin6 sat6
現成,jin6 sing2
現有,jin6 jau5
現象,jin6 zoeng6
球,kau4
球员,kau4 jyun4
球員,kau4 jyun4
球场,kau4 coeng4
球場,kau4 coeng4
球星,kau4 sing1
理,lei5
理工,lei5 gung1
理性,lei5 sing3
理想,lei5 soeng2
理由,lei5 jau4
理直气壮,lei5 zik6 hei3 zong3
理直氣壯,lei5 zik6 hei3 zong3
理科,lei5 fo1
理解,lei5 gaai2
理論,lei5 leon6
理論上,lei5 leon6 soeng6
理论,lei5 leon6
理论上,lei5 leon6 soeng6
琉磺,lau4 wong4
琴日,kam4 jat6
琴晚,kam4 maan5
琼,king4
瑜,jyu4
瑞典,seoi6 din2
瑞士,seoi6 si6
瑪麗,maa5 lai6
環境,waan4 ging2
環繞,waan4 jiu2
瓊,king4
瓜,gwaa1
瓶,ping4
瓷器,ci4 hei3
甘,gam1
甚,sam6
甚至,sam6 zi3
甚至乎,sam6 zi3 fu4
甜,tim4
甜筒輝,tim4 tung2 fai1
甜筒辉,tim4 tung2 fai1
生,saang1
生仔,saang1 zai2
生勾勾,saang1 au1 au1
生厌,sang1 jim3
生厭,sang1 jim3
生命,sang1 ming6
生命力,sang1 ming6 lik6
生字,saang1 zi6
生存,seng1 cyun4
生性,saang1 sing3
生意,saang1 ji3
生意額,saang1 ji3 ngaak2
生意额,saang1 ji3 ngaak2
生日,saang1 jat6
生日会,saang1 jat6 wui2
生日會,saang1 jat6 wui2
生机,sang1 gei1
生機,sang1 gei1
生活,sang1 wut6
生物,sang1 mat6
生約,saang1 joek3
生约,saang1 joek3
產,caan2
產品,caan2 ban2
產生,caan2 sang1
用,jung6
用到,jung6 dou3
用品,jung6 ban2
用戶,jung6 wu6
用户,jung6 wu6
用語,jung6 jyu5
用语,jung6 jyu5
用途,jung6 tou4
甩,lat1
甩皮甩骨,lat1 pei4 lat1 gwat1
甫士,pou1 si2
田,tin4
由,jau4
由于,jau4 jyu1
由於,jau4 jyu1
申請,san1 cing2
申請表,san1 cing2 biu2
申请,san1 cing2
申请表,san1 cing2 biu2
电,din6
电台,din6 toi4
电器,din6 hei3
电图,din6 tou4
电子,din6 zi2
电影,din6 jing2
电脑,din6 nou5
电芯,din6 sam1
电视,din6 si6
电视台,din6 si6 toi4
电视机,din6 si6 gei1
电讯,din6 seon3
电话,din6 waa2
男,naam4
男人,naam4 jan2
男仔,naam4 zai2
男士,naam4 si6
男性,naam4 sing3
男朋友,naam4 pang4 jau5
画,waa2
画面,waa2 min2
畅,coeng3
界,gaai3
留,lau4
留低,lau4 dai1
留底,lau4 dai1
留念,lau4 nim6
留意,lau4 ji3
留班,lau4 baan1
留神,lau4 san4
畢,bat1
畢業,bat1 jip6
略,loek6
番,faan1
番禺,pun1 jyu4
畫,waa2
畫面,waa2 min2
異性,ji6 sing3
異議,ji6 ji5
當,dong1
當中,dong1 zung1
當事人,dong1 si4 jan4
當其時,dong1 kei4 si4
當場,dong1 coeng4
當年,dong1 nin4
當日,dong1 jat6
當時,dong1 si4
當然,dong1 jin4
當道,dong1 dou6
疊,daap6
疊馬,daap6 maa5
疏,so1
疗法,liu4 faat3
疤痕,baa1 han4
疮,cong1
疯,fung1
疲弱,pei4 joek6
疼,tung3
病,beng6
病向浅中医,beng6 hoeng3 cin2 zung1 ji1
病向淺中醫,beng6 hoeng3 cin2 zung1 ji1
病态,beng6 taai3
病態,beng6 taai3
病房,beng6 fong2
病菌,beng6 kwan2
痒,joeng5
痛,tung3
痞,pei2
痴線,ci1 sin3
痴线,ci1 sin3
瘀,jyu2
瘋,fung1
瘡,cong1
瘦,sau3
瘾,jan5
療法,liu4 faat3
癐,gui6
癞,laai3
癡線,ci1 sin3
癢,joeng5
癩,laai3
癫,din1
癮,jan5
癲,din1
登,dang1
登記,dang1 gei3
登记,dang1 gei3
發,faat3
發出,faat3 ceot1
發展,faat3 zin2
發揮,faat3 fai1
發源地,faat3 jyun4 dei6
發炎,faat3 jim4
發現,faat3 jin6
發生,faat3 sang1
發聲,faat1 seng1
發脾氣,faat3 pei4 hei3
發行,faat3 hong4
發覺,faat3 gok3
發達,faat3 daat6
發音,faat3 jam1
白,baak6
白天,baak6 tin1
白白净净,baak6 baak6 zeng6 zeng6
白白淨淨,baak6 baak6 zeng6 zeng6
白粉,baak6 fan2
白色,baak6 sik1
白車,baak6 ce1
白车,baak6 ce1
白黐,baak6 ci1
百,baak3
百二,baak3 ji6
百几,baak3 gei2
百分之五十,baak3 fan6 zi1 ng5 sap6
百幾,baak3 gei2
百慕,baak3 mou6
百慕达,baak3 mou6 daat6
百慕達,baak3 mou6 daat6
百老匯,baak3 lou5 wui6
百老汇,baak3 lou5 wui6
皁,zou6
皂,zou6
的,dik1
的士,dik1 si2
的确,dik1 kok3
的確,dik1 kok3
的而且确,dik1 ji4 ce2 kok3
的而且確,dik1 ji4 ce2 kok3
的話,dik1 waa6
的话,dik1 waa6
皆,gaai1
皇宫,wong4 gung1
皇宮,wong4 gung1
皮带,pei4 daai2
皮帶,pei4 daai2
皮帽,pei4 mou2
皮肉之苦,pei4 juk6 zi1 fu2
皮肤,pei4 fu1
皮膚,pei4 fu1
皮費,pei4 fai3
皮费,pei4 fai3
皮面,pei4 min2
盆,pun4
盈利,jing4 lei6
益智,jik1 zi3
盏,zaan2
监制,gaam1 zai3
监生,gaam3 saang1
监粗,gaam3 cou1
监考,gaam1 haau2
盒带,hap6 daai2
盒帶,hap6 daai2
盒盒,hap6 hap6
盔甲,kwai1 gaap3
盖,goi3
盘,pun4
盛,sing6
盛行,sing6 hang4
盞,zaan2
盡,zeon6
盡快,zeon6 faai3
盡量,zeon6 loeng6
監生,gaam3 saang1
監粗,gaam3 cou1
監考,gaam1 haau2
監製,gaam1 zai3
盤,pun4
目前,muk6 cin4
目定口呆,muk6 ding6 hau2 ngoi4
目标,muk6 biu1
目標,muk6 biu1
目的,muk6 dik1
目露兇光,muk6 lou6 hung1 gwong1
目露凶光,muk6 lou6 hung1 gwong1
盯,ding1
盲,maang4
直,zik6
直头,zik6 tau4
直情,zik6 cing4
直接,zik6 zip3
直版,zik6 ban2
直程,zik6 cing4
直竖,zik6 syu6
直至,zik6 zi3
直至到,zik6 zi3 dou3
直豎,zik6 syu6
直頭,zik6 tau4
相,soeng2
相似,soeng1 ci5
相信,soeng1 seon3
相同,soeng1 tung4
相对,soeng1 deoi3
相对于,soeng1 deoi3 jyu1
相對,soeng1 deoi3
相對於,soeng1 deoi3 jyu1
相差,soeng1 caa1
相当,soeng1 dong1
相当之,soeng1 dong1 zi1
相思,soeng1 si1
相扑,soeng1 pok3
相撲,soeng1 pok3
相机,soeng2 gei1
相機,soeng2 gei1
相比,soeng1 bei2
相當,soeng1 dong1
相當之,soeng1 dong1 zi1
相隔,soeng1 gaak3
盼望,paan3 mong6
省長,saang2 zoeng2
省长,saang2 zoeng2
看,hon3
真,zan1
真人,zan1 jan4
真係,zan1 hai6
真凭实据,zan1 pang4 sat6 geoi3
真实,zan1 sat6
真實,zan1 sat6
真情,zan1 cing4
真憑實據,zan1 pang4 sat6 geoi3
真我,zan1 ngo5
真正,zan1 zing3
真真正,zan1 zan1 zing3
真真正正,zan1 zan1 zing3 zing3
真系,zan1 hai6
眨,zaam2
眼,ngaan5
眼光,ngaan5 gwong1
眼水,ngaan5 sui2
眼泪水,ngaan5 leoi6 seoi2
眼淚水,ngaan5 leoi6 seoi2
眼瞓,ngaan5 fan3
眼超超,ngaan5 ciu1 ciu1
眾叛親離,zung3 bun6 can1 lei4
着,zoek3
着想,zoek6 soeng2
着数,zoek6 sou3
着數,zoek6 sou3
着紧,zoek6 gan2
着緊,zoek6 gan2
着重,zoek6 zung6
睇,tai2
睇來,tai2 lei4
睇好,tai2 hou2
睇小,tai2 siu2
睇戏,tai2 hei3
睇戲,tai2 hei3
睇来,tai2 lei4
睇楼,tai2 lou2
睇樓,tai2 lou2
睇法,tai2 faat3
睇真Ｄ,tai2 zan1 di1
睇睇,tai2 tai2
睇見,tai2 gin3
睇见,tai2 gin3
睡,seoi6
睬,coi2
瞌眼瞓,hap1 ngaan5 fan3
瞒,mun4
瞓,fan3
瞓覺,fan3 gaau3
瞓觉,fan3 gaau3
瞞,mun4
矛盾,maau4 teon5
知,zi1
知情,zi1 cing4
知識,zi3 sik1
知识,zi3 sik1
知足,zi1 zuk1
知道,zi1 dou3
矩,geoi2
短,dyun2
短期,dyun2 kei4
短線團,dyun2 sin3 tyun4
短线团,dyun2 sin3 tyun4
矮,ai2
石,sek6
石塘咀,sek6 tong4 zeoi2
码头,maa5 tau4
码子,maa5 zi2
砌,cai3
研究,jin4 gau3
研究室,jin4 gau3 sat1
砰,ping1
破,po3
破坏,po3 waai6
破壞,po3 waai6
破費,po3 fai3
破费,po3 fai3
砵,but3
硬,ngaang6
硬件,ngaang6 gin2
硬係,ngaang2 hai6
硬系,ngaang2 hai6
硬食,ngaang6 sik6
确据,kok3 geoi3
碌,luk1
碎,seoi3
碗,wun2
碟,dip2
碟形,dip2 jing4
碧咸,bik1 haam4
碧慧,bik1 wai6
碧鹹,bik1 haam4
碰,pung3
碱性,gaan2 sing3
碳,taan3
確據,kok3 geoi3
碼子,maa5 zi2
碼頭,maa5 tau4
磁场,ci4 coeng4
磁場,ci4 coeng4
磁头,ci4 tau2
磁碟,ci4 dip2
磁頭,ci4 tau2
磊,leoi5
磨,mo4
磨碌,mo6 luk1
礁,ziu2
示威,si6 wai1
礼拜,lai5 baai3
礼拜三,lai5 baai3 saam1
礼拜五,lai5 baai3 ng5
礼拜六,lai5 baai3 luk6
礼拜四,lai5 baai3 sei3
礼拜日,lai5 baai3 jat6
礼物,lai5 mat6
礼礼,lai5 lai5
礼貌,lai5 maau6
社会,se5 wui2
社会服务令,se5 wui2 fuk6 mou6 ling6
社区,se5 keoi1
社區,se5 keoi1
社會,se5 wui2
社會服務令,se5 wui2 fuk6 mou6 ling6
祇,zi2
祈祷,kei4 tou2
祈禱,kei4 tou2
祕密,bei3 mat6
祕技,bei3 gei6
祕書,bei3 syu1
祕書臺,bei3 syu1 toi4
祖堯,zou2 jiu4
祖尧,zou2 jiu4
祝,zuk1
神,san4
神圣,san4 sing3
神奇,san4 kei4
神情,san4 cing4
神打,san4 daa2
神祕,san4 bei3
神神哋,san4 san2 dei2
神秘,san4 bei3
神聖,san4 sing3
神話,san4 waa2
神话,san4 waa2
神通广大,san4 tung1 gwong2 daai6
神通廣大,san4 tung1 gwong2 daai6
祟,seoi6
祥,coeng4
票房,piu3 fong4
祸,wo6
禀,ban2
禁,gam3
禁果,gam3 gwo2
禁毒,gam3 duk6
禍,wo6
福,fuk1
福利,fuk1 lei6
福音,fuk1 jam1
禮拜,lai5 baai3
禮拜三,lai5 baai3 saam1
禮拜五,lai5 baai3 ng5
禮拜六,lai5 baai3 luk6
禮拜四,lai5 baai3 sei3
禮拜日,lai5 baai3 jat6
禮物,lai5 mat6
禮禮,lai5 lai5
禮貌,lai5 maau6
离,lei4
离奇,lei4 kei4
离开,lei4 hoi1
离晒谱,lei4 saai3 pou2
离谱,lei4 pou2
离远,lei4 jyun5
离题万丈,lei4 tai4 maan6 zoeng6
禽流感,kam4 lau4 gam2
禽流雞,kam4 lau4 gai1
禽流鸡,kam4 lau4 gai1
秀文,sau3 man4
秀月,sau3 jyut6
私人,si1 jan4
私家,si1 gaa1
私底下,si1 dai2 haa6
私校,si1 haau6
私隐权,si1 jan2 kyun4
私隱權,si1 jan2 kyun4
秋官,cau1 gun1
秋生,cau1 sang1
种,zung2
种族,zung2 zuk6
种族歧视,zung2 zuk6 kei4 si6
种类,zung2 leoi6
科,fo1
科大,fo1 daai6
科学,fo1 hok6
科学家,fo1 hok6 gaa1
科學,fo1 hok6
科學家,fo1 hok6 gaa1
科技,fo1 gei6
科技性,fo1 gei6 sing3
科目,fo1 muk6
秘书,bei3 syu1
秘书台,bei3 syu1 toi4
秘密,bei3 mat6
秘技,bei3 gei6
秘書,bei3 syu1
秘書台,bei3 syu1 toi4
租,zou1
租戶,zou1 wu6
租户,zou1 wu6
租金,zou1 gam1
积蓄,zik1 cuk1
称得上,cing1 dak1 soeng5
称赞,cing1 zaan3
移民,ji4 man4
稅,seoi3
稅制,seoi3 zai3
稅收,seoi3 sau1
程,cing4
程序,cing4 zeoi6
程度,cing4 dou6
程式,cing4 sik1
稍为,saau2 wai4
稍為,saau2 wai4
税,seoi3
税制,seoi3 zai3
税收,seoi3 sau1
稟,ban2
種,zung2
種族,zung2 zuk6
種族歧視,zung2 zuk6 kei4 si6
種類,zung2 leoi6
稱得上,cing1 dak1 soeng5
稱讚,cing1 zaan3
稳固,wan2 gu3
稳定,wan2 ding6
稳稳阵阵,wan2 wan2 zan6 zan6
稳阵,wan2 zan6
積蓄,zik1 cuk1
穩固,wan2 gu3
穩定,wan2 ding6
穩穩陣陣,wan2 wan2 zan6 zan6
穩陣,wan2 zan6
究竟,gau3 ging2
穷,kung4
空中巴士,hung1 zung1 baa1 si2
空军,hung1 gwan1
空姐,hung1 ze2
空档,hung1 dong3
空檔,hung1 dong3
空气,hung1 hei3
空氣,hung1 hei3
空缺,hung1 kyut3
空罐,hung1 gun3
空軍,hung1 gwan1
空間,hung1 gaan1
空间,hung1 gaan1
空难,hung1 naan6
空難,hung1 naan6
穿,cyun1
突,dat6
突出,dat6 ceot1
突然,dat6 jin4
突然之間,dat6 jin4 zi1 gaan1
突然之间,dat6 jin4 zi1 gaan1
突然間,dat6 jin4 gaan1
突然间,dat6 jin4 gaan1
突破,dak6 po3
窃,sit3
窄,zaak3
窍妙,hiu5 miu6
窗,coeng1
窦,dau3
窮,kung4
窿,lung1
窿路,lung1 lou6
竅妙,hiu5 miu6
竇,dau3
竊,sit3
立,laap6
立刻,laap6 haak1
立场,laap6 coeng4
立場,laap6 coeng4
立心不良,laap6 sam1 bat1 loeng4
竖起,syu6 hei2
站,zaam6
站稳,zaam6 wan2
站穩,zaam6 wan2
竞争,ging3 zang1
竞争力,ging6 zang1 lik6
竞争率,ging3 zang1 leot2
竟然,ging2 jin4
章,zoeng1
童心,tung4 sam1
競爭,ging3 zang1
競爭力,ging6 zang1 lik6
競爭率,ging3 zang1 leot2
笃,duk1
笑,siu3
笑料,siu3 liu2
笑片,siu3 pin2
笑話,siu3 waa2
笑话,siu3 waa2
笔,bat1
笠,lap1
符,fu4
符符碌碌,fu6 fu6 luk1 luk1
笪,daat3
第,dai6
第一,dai6 jat1
第三,dai6 saam1
第二,dai6 ji6
第二个,dai6 ji6 go3
第二個,dai6 ji6 go3
第二啲,dai6 ji6 di1
第五,dai6 ng5
第八,dai6 baat3
第十,dai6 sap6
第日,dai6 jat6
第时,dai6 si4
第時,dai6 si4
笼,lung4
筆,bat1
等,dang2
等于,dang2 jyu1
等如,dang2 jyu4
等於,dang2 jyu1
等等,dang2 dang2
等阵,dang2 zan6
等阵间,dang2 zan6 gaan1
等陣,dang2 zan6
等陣間,dang2 zan6 gaan1
筋,gan1
答,daap3
答复,daap3 fuk1
答案,daap3 on3
答覆,daap3 fuk1
策略,caak3 loek6
筹划,cau4 waak6
签,cim1
签名,cim1 meng2
签约,cim1 joek3
简东拿,gaan2 dong1 naa4
简化,gaan2 faa3
简单,gaan2 daan1
简直,gaan2 zik6
简称,gaan2 cing1
算,syun3
算係噉,syun3 hai6 gam2
算系噉,syun3 hai6 gam2
管,gun2
管制,gun2 zai3
管工,gun2 gung1
管理,gun2 lei5
管理人员,gun2 lei5 jan4 jyun4
管理人員,gun2 lei5 jan4 jyun4
管理层,gun2 lei5 cang4
管理層,gun2 lei5 cang4
箫,siu1
箭,zin3
箱,soeng1
節,zit3
節儉,zit3 gim6
節奏,zit3 zau3
節目,zit3 muk6
節節,zit6 zit6
範,faan6
範疇,faan6 cau4
篇,pin1
篤,duk1
簜失,dong6 sat1
簡化,gaan2 faa3
簡單,gaan2 daan1
簡東拿,gaan2 dong1 naa4
簡直,gaan2 zik6
簡稱,gaan2 cing1
簪,zaam1
簫,siu1
簽,cim1
簽名,cim1 meng2
簽約,cim1 joek3
籌劃,cau4 waak6
籠,lung4
米,mai5
米線,mai5 sin3
米线,mai5 sin3
籴籴,dek3 dek3
类,leoi6
类似,leoi6 ci5
类型,leoi6 jing4
粉,fan2
粉岭,fan2 leng5
粉嶺,fan2 leng5
粉紅色,fan2 hung4 sik1
粉红色,fan2 hung4 sik1
粉肠,fan2 coeng2
粉腸,fan2 coeng2
粒,lap1
粗,cou1
粗制滥造,cou1 zai3 laam5 zou6
粗口,cou1 hau2
粗糙,cou1 cou3
粗製濫造,cou1 zai3 laam5 zou6
粗魯,cou1 lou5
粗鲁,cou1 lou5
粧,zong1
粪,fan3
粮,loeng4
精,zing1
精品,zing1 ban2
精彩,zing1 coi2
精灵,zing1 ling1
精神,zing1 san4
精英,zing1 jing1
精靈,zing1 ling1
糖水,tong4 seoi2
糞,fan3
糟質,zou1 zat1
糟质,zou1 zat1
糧,loeng4
糯米糍,no6 mai5 ci4
糯米餈,no6 mai5 ci4
糴糴,dek3 dek3
系,hai6
系列,hai6 lit6
系咪,hai6 mai6
系唔系,hai6 m4 hai6
系嘢,hai6 je5
系噉,hai6 gam2
系噉先,hai6 gam2 sin1
系噉意,hai6 gam2 ji2
系統,hai6 tung2
系统,hai6 tung2
紀律,gei2 leot6
紀錄,gei2 luk6
約,joek3
約翰福音,joek3 hon6 fuk1 jam1
紅,hung4
紅中,hung4 zung1
紅劍,hung4 gim3
紅白機,hung4 baak6 gei1
紅籌,hung4 cau2
紅籌成份股,hung4 cau2 sing4 fan6 gu2
紅籌股,hung4 cau4 gu2
紅紅卜卜,hung4 hung4 bok1 bok1
紅綠燈,hung4 luk6 dang1
紅色,hung4 sik1
紐,nau5
紐西蘭,nau5 sai1 laan4
純,seon4
純品,seon4 ban2
純正,seon4 zing3
純熟,seon4 suk6
純粹,seon4 seoi5
紙,zi2
紙包,zi2 baau1
級,kap1
級數,kap1 sou3
索偿,sok3 soeng4
索償,sok3 soeng4
紧,gan2
紧张,gan2 zoeng1
紧急,gan2 gap1
紧要,gan2 jiu3
紫,zi2
紮,zaat3
累积,leoi6 zik1
累積,leoi6 zik1
細,sai3
細佬,sai3 lou2
細個,sai3 go3
細心,sai3 sam1
細細,sai3 sai3
細細粒粒,sai3 sai3 lap1 lap1
細細聲,sai3 sai3 seng1
細緻,sai3 zi3
細聲,sai3 seng1
細胞,sai3 baau1
細路仔,sai3 lou6 zai2
細路哥,sai3 lou6 go1
細路女,sai3 lou6 neoi2
細隻,sai3 zek3
細龜,sai3 gwai1
終於,zung1 jyu1
終極,zung1 gik6
終歸,zung1 gwai1
終遇虎,zung1 jyu6 fu2
組,zou2
組合,zou2 hap6
組織,zou2 zik1
結,git3
結他,git3 taa1
結婚,git3 fan1
結束,git3 cuk1
結果,git3 gwo2
結業,git3 jip6
結論,git3 leon6
絕對,zyut6 deoi3
絕招,zyut6 ziu1
絮,seoi5
統計,tung2 gai3
絲綢之路,si1 cau4 zi1 lou6
綁架,bong2 gaa3
經典,ging1 din2
經常,ging1 soeng4
經常性,ging1 soeng4 sing3
經文,ging1 man4
經歷,ging1 lik6
經濟,ging1 zai3
經濟日報,ging1 zai3 jat6 bou3
經營,ging1 jing4
經理,ging1 lei5
經紀,ging1 gei2
經過,ging1 gwo3
經驗,ging1 jim6
綠,luk2
綠色,luk6 sik1
綠騰女,luk6 tang4 neoi2
維也納,wai4 jaa5 naap6
維他,wai4 taa1
維持,wai4 ci4
維繫,wai4 hai6
網,mong5
網絡,mong5 lok6
綽,coek3
緊,gan2
緊張,gan2 zoeng1
緊急,gan2 gap1
緊要,gan2 jiu3
線,sin3
編,pin1
編劇,pin1 kek6
練,lin6
縫,fung4
縮皮,suk1 pei2
總,zung2
總之,zung2 zi1
總決賽,zung2 kyut3 coi3
總然之,zung2 jin4 zi1
總算,zung2 syun3
總言之,zung2 jin4 zi1
繁复,faan4 fuk1
繁忙,faan4 mong4
繁榮,faan4 wing4
繁殖,faan4 zik6
繁荣,faan4 wing4
繁複,faan4 fuk1
繃繃緊,maan1 maan1 gan2
繡球,sau3 kau4
繼,gai3
繼歡,gai3 fun1
繼續,gai3 zuk6
纏,cin4
纓,jing1
纜,laam2
红,hung4
红中,hung4 zung1
红剑,hung4 gim3
红白机,hung4 baak6 gei1
红筹,hung4 cau2
红筹成份股,hung4 cau2 sing4 fan6 gu2
红筹股,hung4 cau4 gu2
红红卜卜,hung4 hung4 bok1 bok1
红绿灯,hung4 luk6 dang1
红色,hung4 sik1
约,joek3
约翰福音,joek3 hon6 fuk1 jam1
级,kap1
级数,kap1 sou3
纪录,gei2 luk6
纪律,gei2 leot6
纯,seon4
纯品,seon4 ban2
纯正,seon4 zing3
纯熟,seon4 suk6
纯粹,seon4 seoi5
纸,zi2
纸包,zi2 baau1
纽,nau5
纽西兰,nau5 sai1 laan4
线,sin3
练,lin6
组,zou2
组合,zou2 hap6
